AS      | CC | Registry | Allocated  | AS Name
24183   | NZ | apnic    | 2005-10-27 | DTS-ISP-CORE1-AP DTS LTD,NZ
24185   | IN | apnic    | 2005-10-28 | I-FLEX-AS I-FLEX Solutions Limited, Software Development, Mumbai, India,IN
24186   | IN | apnic    | 2005-10-28 | RAILTEL-AS-IN RailTel Corporation of India Ltd., Internet Service Provider, New Delhi,IN
24187   | TH | apnic    | 2005-10-28 | KIRZ-AS-TH KIRZ Service Provider,TH
24189   | NZ | apnic    | 2005-10-28 | IBM-GS-ITS-NZ-AP IBM New Zealand Limited,NZ
24190   | TH | apnic    | 2005-11-01 | SET-AS-TH The Stock Exchange of Thailand,TH
24192   | NZ | apnic    | 2015-09-29 | DIGIWEB-NET-NZ-AP Digiweb New Zealand Limited,NZ
24193   | IN | apnic    | 2004-08-26 | SIFY-IN Sify Limited Service Provider India,IN
24195   | ID | apnic    | 2004-08-26 | DHECYBER-AS-ID Dhecyber Flow Indonesia, PT,ID
24196   | ID | apnic    | 2004-08-26 | GLOBAL-AS-ID PT Global Cibubur Access,ID
24197   | ID | apnic    | 2004-08-26 | BIGNET-AS-ID Elka Prakarsa Utama, PT,ID
24198   | ID | apnic    | 2004-08-26 | JUPITERNET-AS-ID PT. Datakom Wijaya Pratama,ID
24199   | ID | apnic    | 2004-08-26 | DNK-AS-ID Dini Nusa Kusuma, P.T.,ID
24200   | ID | apnic    | 2004-08-26 | CAKRAMEDIA-AS-ID PT. Cakramedia Indocyber,ID
24201   | ID | apnic    | 2004-08-26 | ANDALASMEDIA-AS-ID PT. Andalas Media Informatika,ID
24202   | ID | apnic    | 2004-08-26 | PAKTELNET-AS-ID PT. PASIFIKTEL INDOTAMA,ID
24203   | ID | apnic    | 2004-08-26 | NAPXLNET-AS-ID PT Excelcomindo Pratama (Network Access Provider),ID
24204   | ID | apnic    | 2004-08-26 | SATNETCOM-AS-ID Satnetcom Balikpapan PT.,ID
24205   | ID | apnic    | 2004-08-26 | BANKPERMATA-THIS-AS-IDNIC-ID PT. Bank Permata Tbk.,ID
24206   | ID | apnic    | 2004-08-26 | CHANNEL11-AS-ID PT Cakra Lintas Nusantara,ID
24207   | ID | apnic    | 2004-08-26 | EXPRESSNET-AS-ID PT. Net2Cyber Indonesia,ID
24209   | ID | apnic    | 2004-08-26 | INTERMEDIANET-AS-ID PT. Inter Media Lintas Nusa,ID
24210   | ID | apnic    | 2004-08-26 | ANGKASAWAVE-AS-ID Angkasa Sarana Teknik Komunikasi PT,ID
24211   | ID | apnic    | 2004-08-26 | DETIK-AS-ID PT. Detik Ini JUga,ID
24212   | ID | apnic    | 2004-08-26 | JASNET-AS-ID PT. JASNITA TELEKOMINDO,ID
24213   | ID | apnic    | 2004-08-26 | ARSEN-AS-ID PT. Arsen Kusuma Indonesia,ID
24214   | TH | apnic    | 2004-09-03 | RESERVED-CSLOXINFO-TH CSLOXINFO,TH
24216   | IN | apnic    | 2005-11-02 | VIRTELA-AS-AP-2 Mumbai,,IN
24217   | TH | apnic    | 2004-09-06 | SANSIRI-CSLOX-AS-TH Sansiri,TH
24218   | MY | apnic    | 2004-09-03 | GTC-MY-PIP-AS Global Transit Communications - Malaysia,MY
24220   | AU | apnic    | 2004-09-08 | HOSTCENTRAL-AS-AP Hostcentral,AU
24222   | IN | apnic    | 2004-09-10 | OFFICETIGER-ANNANAGAR-INDIA-AS OFFICETIGER DATABASE SYSTEMS INDIA PVT LTD,IN
24224   | HK | apnic    | 2011-07-13 | ISI-CEIC-AS-AP CEIC Data Co., Ltd.,HK
24226   | NZ | apnic    | 2004-09-22 | CATALYST-NZ Catalyst.Net Ltd,NZ
24228   | AU | apnic    | 2004-09-22 | BARNETWORK-AP BarNetwork Pty Limited,AU
24229   | JP | apnic    | 2004-09-23 | KOCHI-IX IX-layers, Inc., Regional IXP in Japan, regional ISP,JP
24232   | SG | apnic    | 2005-11-02 | VIRTELA-AS-AP-3 Frankfurt, DL,SG
24233   | AU | apnic    | 2004-09-29 | BIGAIR-AU BigAir Group,AU
24235   | TW | apnic    | 2004-09-30 | CHIEF-TW-AS-AP CHIEF Telecom Inc.,TW
24236   | HK | apnic    | 2004-10-01 | YAHOO-BANGALORE-AS-AP Yahoo Bangalore Network Monitoring Center,HK
24237   | TH | apnic    | 2004-10-01 | SIAM-CITY-CEMENT-PUBLIC-COMPANY-LIMITED Siam City Cement Public Company Limited (SCCC),TH
24238   | AU | apnic    | 2004-10-05 | DEDICATED-SERVERS-BNE-AS-AP Dedicated Servers - Brisbane,AU
24241   | PH | apnic    | 2004-10-11 | LEVELUP-PH Level Up,PH
24243   | AU | apnic    | 2004-10-06 | TELARUS-AS-AP Telarus Pty Ltd. xDSL Provider, Australia,AU
24244   | AF | apnic    | 2004-10-06 | MULTINET-AFG-AS MULTINET,AF
24245   | AU | apnic    | 2004-10-19 | PNAPSYD001-AS-AP Internap Network Services,AU
24246   | HK | apnic    | 2004-10-19 | PNAPHKG001-AS-AP Internap Network Services,HK
24247   | SG | apnic    | 2004-10-19 | PNAPSIN001-AS-AP Internap Network Services,SG
24248   | JP | apnic    | 2004-10-19 | ASN-WADAI-U Wakayama University,JP
24249   | JP | apnic    | 2004-10-19 | JWAY JWAY co., Ltd.,JP
24250   | JP | apnic    | 2004-10-19 | MC-IDC Miyagin Computer Service Co.,ltd,JP
24251   | JP | apnic    | 2004-10-19 | ICNTV-NET Iwakuni Cable Network Corporation,JP
24252   | JP | apnic    | 2004-10-19 | JPRS-NAYUTA Japan Registry Service Co., Ltd.,JP
24253   | JP | apnic    | 2004-10-19 | J-STREAM J-Stream Inc.,JP
24254   | JP | apnic    | 2004-10-19 | KYOTO-SU Kyoto Sangyo University,JP
24255   | JP | apnic    | 2004-10-19 | T-CATV Tannan Cable Television Corporation,JP
24256   | JP | apnic    | 2004-10-19 | SOFTBANKBB SOFTBANK Corp.,JP
24257   | JP | apnic    | 2004-10-19 | JPIX-64ES Japan Internet Exchange Co., Ltd.,JP
24259   | JP | apnic    | 2004-10-19 | BC9 kanuma cable television Corporation,JP
2426    | EU | ripencc  |            | FR-RENATER-RUBIS RUBIS Metropolitan Area Network,FR
24260   | JP | apnic    | 2004-10-19 | KINJO-AS Board of trusty: Kinjo-Gakuen,JP
24261   | JP | apnic    | 2004-10-19 | MIE-U Mie University,JP
24262   | JP | apnic    | 2004-10-19 | HICOM HAMANASU INFORMATION Co., Ltd.,JP
24263   | JP | apnic    | 2004-10-19 | HONDA-NET HONDA MOTOR Co., Ltd.,JP
24264   | JP | apnic    | 2004-10-19 | KANAZAWA-IT Kanazawa Institute of Technology,JP
24265   | JP | apnic    | 2004-10-19 | AGILIT NTT Communications Corporation,JP
24268   | JP | apnic    | 2004-10-19 | SAINS National University Corporation Shizuoka University,JP
24270   | JP | apnic    | 2004-10-19 | CRC-KCC CRC Solutions Corp.,JP
24271   | JP | apnic    | 2004-10-19 | ICTV Iruma CATV co.,JP
24273   | JP | apnic    | 2004-10-19 | CANON CANON INC.,JP
24274   | JP | apnic    | 2004-10-19 | ACTELION-JP Actelion Pharmaceuticals Japan Ltd.,JP
24275   | JP | apnic    | 2004-10-19 | TOTO TOTO LTD.,JP
24276   | JP | apnic    | 2004-10-19 | ICNET J:COM Ichikawa Limited,JP
24277   | JP | apnic    | 2004-10-19 | NIRAI Okinawa Cable Network Co.,Ltd,JP
24278   | JP | apnic    | 2004-10-19 | USEN-NET USEN CORPORATION,JP
24279   | JP | apnic    | 2004-10-19 | CAT-V SENDAI CATV CO.,LTD.,JP
24280   | JP | apnic    | 2004-10-19 | HIS-TKIDC Hitachi Systems, Ltd.,JP
24282   | JP | apnic    | 2004-10-19 | KIR KAGOYA JAPAN Inc.,JP
24283   | JP | apnic    | 2004-10-19 | MIEDEN-NET MIEDEN SYSTEM SOLUTION .LTD,JP
24284   | JP | apnic    | 2004-10-19 | CYBERAGENT CyberAgent, Inc.,JP
24286   | JP | apnic    | 2004-10-19 | WNI-AS Weathernews,Inc.,JP
24287   | JP | apnic    | 2004-10-19 | TEIN2-JP National Institute of Informatics,JP
24288   | JP | apnic    | 2004-10-19 | ACCUTECHS Accutechs Co., Ltd.,JP
24289   | JP | apnic    | 2004-10-19 | KBN Kagawa T.V Broadcast Network Co,.Ltd,JP
24290   | JP | apnic    | 2004-10-19 | HEARTNET Heart Network Co.,LTD,JP
24291   | JP | apnic    | 2004-10-19 | MITSUI-NW MITSUI & CO., LTD.,JP
24293   | JP | apnic    | 2004-10-19 | INFOSAKYU FUJITSU SYSTEMS WEST LIMITED,JP
24295   | JP | apnic    | 2004-10-19 | AS-PNAPOSK Internap Japan Co.,Ltd.,JP
24296   | JP | apnic    | 2004-10-19 | YAHOO-2 Yahoo Japan Corporation,JP
24297   | JP | apnic    | 2004-10-19 | FCN Osaka Prefecture University,JP
24298   | PH | apnic    | 2004-10-29 | APOLLOGLOBAL-PH Apollo Global Net AS, Application Service Provider, Manila,PH
24299   | TH | apnic    | 2005-11-03 | ISSP-AS Internet Solution & Service Provider Co., Ltd,TH
243     | US | arin     |            | HARRIS-ATD-AS - Harris Government Systems Sector,US
24300   | AU | apnic    | 2010-07-09 | IBM-PH-AS-AP IBM Philippine,AU
24303   | AU | apnic    | 2004-11-12 | GOLDCORP-AS-AU Gold Corporation, Precious Metal Manufacturer and Retail, Perth, Western Australia,AU
24304   | HK | apnic    | 2004-12-01 | ARW-HK-AP Arrow Asia Hong Kong AS.,HK
24306   | PH | apnic    | 2004-12-07 | NETPLAY-AS-AP NETPLAY INC.,PH
24309   | IN | apnic    | 2004-12-08 | CABLELITE-AS-AP Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA,IN
24311   | CN | apnic    | 2004-12-08 | CNGI-CMNETV6-AS-AP China Mobile Communications Corporation IPv6 network,CN
24312   | SG | apnic    | 2009-07-16 | AXGNDOTCOMDOTSG-SG-SG www.axgn.com.sg,SG
24313   | AU | apnic    | 2004-12-10 | NSW-DET-AS NSW Department of Education,AU
24314   | MY | apnic    | 2008-06-03 | UPSI-AS-AP University Pendidikan Sultan Idris,MY
24315   | AU | apnic    | 2004-12-14 | GATEWAY-TRANSIT-AS Gateway Internet. Transit AS Internet Service Provider Bunbury Australia,AU
24316   | AU | apnic    | 2010-09-16 | POWERLINK-AS-AP Powerlink Queensland,AU
24317   | AU | apnic    | 2004-12-17 | SHARP-CORP-AS-AU Sharp Corporation of Australia, Manufacturer, Sydney, Australia,AU
24318   | NZ | apnic    | 2004-12-17 | MINEDU-AS-NZ-AP Ministry of Education,NZ
24319   | SG | apnic    | 2004-12-17 | AKAMAI-TYO-AP Akamai Technologies Tokyo ASN,SG
24320   | MN | apnic    | 2004-12-20 | RAILCOM Railcom - Commercial Center,MN
24321   | MY | apnic    | 2004-12-21 | OCENET-AS-AP OCE Sdn Bhd ISP,MY
24323   | BD | apnic    | 2004-12-29 | AAMRA-NETWORKS-AS-AP aamra networks limited,BD
24324   | NZ | apnic    | 2004-12-29 | KORDIA-TRANSIT-AS-AP Kordia Limited,NZ
24327   |    | apnic    |            | 
24328   | TH | apnic    | 2008-04-03 | YRU-AS-AP Yala Rajabhat University Education,TH
24329   | HK | apnic    | 2009-06-24 | ERX-STAR Elliott Advisors (HK) LTD, Financial, Central,HK
24331   | SG | apnic    | 2005-01-21 | EBAY-ASIA-AS eBay Inc ASIA ASN eCommerce San Jose,SG
24332   | IN | apnic    | 2007-01-29 | LASIND-AS-AP Lason Inc,IN
24333   | HK | apnic    | 2005-01-28 | JOBSDBHK Jobs DB Hong Kong Limited,HK
24334   | HK | apnic    | 2005-01-28 | CYBERPORT-HK-AP Cyberport Hong Kong,HK
24336   | JP | apnic    | 2005-02-10 | DIGITALBANK-JP DIGITALBANK, Inc., Regional ISP in Japan,JP
24337   | LA | apnic    | 2005-02-18 | SKYTELECOM-AS-AP Skytelecom , Transit provider and ISP in Vientiene.,LA
24338   | AU | apnic    | 2005-02-21 | SALMAT-AS-AU-AP Salmat,AU
24339   | AU | apnic    | 2005-02-23 | ZARNEX-AS Zarnex PTY LTD Transit,AU
24341   | AU | apnic    | 2005-02-23 | ALL-INTERACTIVE-DISTRIBUTION-AS-AP ALL INTERACTIVE DISTRIBUTION AS,AU
24342   | BD | apnic    | 2005-02-23 | BRAC-BDMAIL-AS-BD BRAC BDMail Network Ltd.,BD
24344   | TH | apnic    | 2005-02-25 | CMRU-AS-AP Chiangmai Rajabhat University,TH
24346   | AU | apnic    | 2005-02-28 | CROSSCITY-MOTORWAY-AS-AP CrossCity Motorway,AU
24347   | NZ | apnic    | 2005-03-03 | INTERGEN-WGTN-AS-NZ Intergen Limted. Internet Service Provider - Wellington NZ.,NZ
24348   | CN | apnic    | 2005-03-03 | CNGI-BJ-IX2-AS-AP CERNET2 IX at Tsinghua University,CN
24373   | MY | apnic    | 2005-03-07 | VDSLNETWORK-MY VDSL NETWORK SDN BHD AS INTERNET SERVICE PROVIDER KUALA LUMPUR,MY
24374   | IN | apnic    | 2005-03-08 | HCLBPO-SERVICES HCLBPO-IN,IN
24375   | AU | apnic    | 2005-03-10 | LIBERTYFIN-AS-AP Liberty Financial Pty Ltd, Financial Services,AU
24378   | TH | apnic    | 2005-03-15 | ENGTAC-AS-TH-AP Total Access Communication PLC.,TH
24380   | AU | apnic    | 2005-03-17 | SOHONET-AP Sohonet Asia Pacific IP network,AU
24381   | AU | apnic    | 2005-03-21 | FASTHIT-AS-AP Web Hosting and Colocation Services,AU
24383   | PH | apnic    | 2005-03-23 | CAI-STA CAI-STA Inc.,PH
24389   | BD | apnic    | 2005-03-29 | GRAMEENPHONE-AS-AP GrameenPhone Ltd.,BD
2439    | EU | ripencc  |            | FR-REMUS MAN of the Polytechnicum,FR
24390   | FJ | apnic    | 2005-03-29 | USP-AS-AP University of the South Pacific,FJ
24391   | IN | apnic    | 2005-03-30 | IGATE-AS iGATE Global Solutions Limited is a software development company and located in India, Asia PAC countries, USA and Europe,IN
24392   | IN | apnic    | 2008-02-26 | ANKHNET-AS-AP Ankhnet Informations Pvt. Ltd., Internet Service,IN
24394   | AU | apnic    | 2005-04-14 | DPC-AS-AU Department of the Premier and Cabinet,AU
24395   | AU | apnic    | 2005-04-14 | DAY3_ASIA-PACIFIC_AS Day3 Pty Ltd,AU
24396   | HK | apnic    | 2005-04-15 | BOC-AS-HK Bank Of China(Hong Kong) Limited,HK
24397   | IN | apnic    | 2005-04-15 | STPI-LUCKNOW Software Technology Parks of India-Lucknow,IN
24398   | NZ | apnic    | 2006-10-23 | AUT-NZ-AP Auckland University of Technology,NZ
24399   | HK | apnic    | 2005-04-19 | ABN-PEERING-AS-AP Asia Broadcast Networks Peering AS,HK
24400   | CN | apnic    | 2005-04-19 | CMNET-V4SHANGHAI-AS-AP Shanghai Mobile Communications Co.,Ltd.,CN
24403   | CN | apnic    | 2005-04-22 | CNNIC-CNCITYNET-AP Beijing Kuanjie Net communication technology Ltd,CN
24406   | CN | apnic    | 2005-04-22 | CNNIC-CRITICAL-AP China Internet Network Infomation Center,CN
24409   | CN | apnic    | 2005-04-22 | CNNIC-CRITICAL-AP China Internet Network Infomation Center,CN
24413   | CN | apnic    | 2005-04-22 | CNNIC-SUNRISE-AP ShenZhen Sunrise Technology Co.,Ltd.,CN
24416   | CN | apnic    | 2005-04-22 | CNNIC-PRIMETELECOM-AP Beijing Primezone Technologies Inc.,CN
24420   | CN | apnic    | 2005-04-22 | CNNIC-CAFNET-AP Chinese Academy of Forestry,CN
24422   | CN | apnic    | 2005-04-22 | CNNIC-HTXX Huatong information network,CN
24424   | CN | apnic    | 2005-04-22 | CNNIC-GOOGLECN-AP Beijing Gu Xiang Information Technology Co.,Ltd.,CN
24427   | CN | apnic    | 2005-04-22 | CNNIC-FREENET Freecomm Corporation,CN
24430   | CN | apnic    | 2005-04-22 | CNNIC-CHINAPOST-AP CHINA STATE POST BUREAU,CN
24432   | BD | apnic    | 2005-04-26 | AXIATA-ROBI-AS-AP TM International Bangladesh Ltd.Internet service Provider,Gulshan-1,Dhaka-1212,BD
24433   | AU | apnic    | 2005-04-26 | CQU-AS-AP Central Queensland University,AU
24434   | AU | apnic    | 2005-04-26 | JCU-AS-AP James Cook University,AU
24435   | PK | apnic    | 2005-04-26 | SUPERNET-PAKISTAN-AS-AP Supernet Limited Transit Autonomous System Number,PK
24436   | AU | apnic    | 2005-04-27 | UQ-AS-AP University of Queensland,AU
24437   | AU | apnic    | 2005-04-27 | UWA-AS-AP University of Western Australia,AU
24438   | AU | apnic    | 2005-04-27 | DTDIGITAL-AP-AS BrightHost Pty Ltd,AU
24439   | MH | apnic    | 2005-05-03 | NTAMAR-AS-AP MARSHALL ISLANDS NTA ISP AS,MH
24440   | PK | apnic    | 2009-08-18 | CYBERNET-APII Cyber Internet Services Pakistan,PK
24441   | KH | apnic    | 2005-05-06 | CITYLINK-AS-KH CityLink, Routing AS,KH
24442   | MY | apnic    | 2005-05-09 | BMW-AS-AP BMW Asia Technology Sdn Bhd,MY
24443   | AU | apnic    | 2005-05-11 | ISPNET-AS-AU ISP Networks Pty Ltd Service Provider Australia,AU
24444   | CN | apnic    | 2005-05-11 | CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited,CN
24445   | CN | apnic    | 2005-05-11 | CMNET-V4HENAN-AS-AP Henan Mobile Communications Co.,Ltd,CN
24446   | AU | apnic    | 2005-05-12 | NETREGISTRY-AS-AP NetRegistry Pty Ltd.,AU
24448   | IN | apnic    | 2005-05-12 | NDSINDIA-AS NDS India Limited, Bangalore,IN
24449   | HK | apnic    | 2005-05-12 | EMSD-AS-HK-AP Electrical and Mechanical Services Department,HK
2445    | EU | ripencc  |            | FR-JTM-93 Reseau de Collecte du Nord-Est Francilien,FR
24451   | PH | apnic    | 2005-05-12 | PDS-GROUP-AS-AP Philippine Dealing System,PH
24453   | TH | apnic    | 2012-09-25 | CRU-AS-AP Chandrakasem Rajabahat University,TH
24455   | TH | apnic    | 2005-05-19 | ITONECSLOX-AS-TH ITONE (The Siam Cement Group),TH
24456   | PH | apnic    | 2005-05-20 | SYKES-PHILIPPINES Sykes Asia Inc. Call Center Philippines,PH
24457   | AU | apnic    | 2008-06-20 | JABBAWOKIGROUP Jabbawoki Group Pty Ltd,AU
24459   | NZ | apnic    | 2010-06-03 | NETVALUE-AS-AP NetValue Ltd,NZ
24461   | MY | apnic    | 2005-05-26 | POGT-TRANSIT-AS P&O Global Technologies Transit AS Internet Service Provider,MY
24462   | HK | apnic    | 2005-05-30 | HKJC-AS-HK-AP Network Management Section,HK
24463   | AU | apnic    | 2005-05-30 | ASCIANO-AS-AP ASCIANO SERVICES PTY LTD,AU
24465   | TH | apnic    | 2005-06-02 | KSEC-AP Kasikorn Securities PCL,TH
24466   | NZ | apnic    | 2005-06-07 | HDNETNZ hd.net.nz,NZ
24467   | SG | apnic    | 2005-06-09 | DB-APAC-RHO-AS Deutsche Bank APAC RHO in Singapore Internet AS,SG
24468   | IN | apnic    | 2005-06-10 | STREAM-AS-IN Stream International, India,IN
24469   | AU | apnic    | 2005-06-10 | QUADRAHOSTING Net Quadrant Pty Ltd,AU
24470   | JP | apnic    | 2005-06-14 | MAIS-AS-JP MAIS(Miyazaki Area Internet Society),JP
24471   | IN | apnic    | 2005-06-16 | GLOBAL-UST-AS-IN USsoftware P Ltd.,IN
24472   | TH | apnic    | 2006-09-22 | IAG-CSLOXINFO-AS-TH-AP CSLOXINFO Project for IAG Insurance,TH
24473   | AU | apnic    | 2005-11-03 | SANITYTECHNOLOGY-AS-AU-AP Sanity Technology Pty Ltd,AU
24474   | NP | apnic    | 2005-11-03 | ASNPANYCAST Nepal Internet Exchange NP Anycast,NP
24475   | TH | apnic    | 2005-11-03 | THAIREN-TRANSIT-AS-AP ThaiREN.Thailand Research and Education Network Thailand,TH
24477   | JP | apnic    | 2005-11-09 | NETAPPAS Network Appliance ASIAPAC,JP
24478   | KH | apnic    | 2005-11-09 | ANGKORNET-CDC-AS-AP CAMBODIA DATA COMMUNICATION CO,.LTD.AS CONTENT SERVICE PROVIDER PHNOMPENH.,KH
24479   | AU | apnic    | 2005-11-11 | EET-NEXIUM-AS-AP Nexium, Ergon Energy Telecommunications.,AU
24480   | AU | apnic    | 2005-11-14 | EPWORTH-MULTIHOME-AU-AP Epworth Hospital,AU
24481   | BD | apnic    | 2005-11-15 | CONNECTBD-AS ConnectBD Ltd. Internet Service provider, House
24482   | SG | apnic    | 2005-11-16 | SGGS-AS-AP SG.GS,SG
24485   | IN | apnic    | 2008-03-03 | GSPC-IN-AS Gujarat State Petroleum Corporation,IN
24486   | MY | apnic    | 2005-11-23 | VIRTELA-AS-AP-4 Kuala Lumpur,,MY
24487   | PH | apnic    | 2011-02-16 | EPICSOFT EPICSOFT,PH
24488   | AU | apnic    | 2005-11-24 | NAVITAIRE-AS-AU-AP Accenture Australia Pty Ltd AS,AU
24489   | CN | apnic    | 2005-11-24 | TEIN2-NORTH-AP Trans-Eurasia Information Network (TEIN2) - North,CN
24490   | CN | apnic    | 2005-11-24 | TEIN2-SG-AP Trans-Eurasia Information Network (TEIN2) - SG,CN
24491   | TH | apnic    | 2005-11-25 | MTGCL-AS-AP My Telecom Group Company Limited,TH
24492   | KH | apnic    | 2005-11-25 | IIT-WICAM-AS-AP WiCAM Corporation, LTD,KH
24494   | PH | apnic    | 2005-11-28 | CBCNET-AS-AP Chinabanking Corp. AS,PH
24495   | CN | apnic    | 2005-11-28 | GNET-CN-AP gnet Integrated Services Co.,CN
24496   | MN | apnic    | 2005-11-29 | GNET-AS-MN GNET Co.,Ltd Internet Service Provider Mongolia,MN
24499   | PK | apnic    | 2005-11-30 | TPP-AS-PK Telenor Pakistan,PK
2450    | EU | ripencc  |            | CNES-Toulouse,EU
24500   | AU | apnic    | 2010-04-07 | IVOX-AS-AP 110/330 Wattle Street,AU
24501   | IN | apnic    | 2005-12-01 | GLOBAL-ARVATOINDIA-AS Bertelsmann Marketing Services India Pvt. ltd.,IN
24502   | AU | apnic    | 2005-12-01 | PARLOFWA-AS-AU Parliament of Western Australia,AU
24506   | TW | apnic    | 2005-12-06 | YAHOO-TP2 YAHOO! TAIWAN,TW
24507   | AU | apnic    | 2009-01-16 | FFASTFILL-NET-AU Level 29, Tower Building,AU
24509   | KR | apnic    | 2005-12-09 | XPEDITE-AS-KR Xpedite Systems Electronic document distribution and data messaging service provider Seoul, Korea,KR
24510   | AU | apnic    | 2005-12-14 | HOLMESGLEN-INSTITUTE-OF-TAFE-AP Optus Customer Network,AU
24512   | JP | apnic    | 2005-12-21 | HAL-INTERNET HAL Internet, Internet Service Provider, Tottori, Japan,JP
24513   | AU | apnic    | 2005-12-22 | DOJ-TRANSIT-AS-AP Department of Justice,AU
24514   | MY | apnic    | 2005-12-23 | MYREN-MY Malaysian Research & Education Network,MY
24515   | IN | apnic    | 2005-12-23 | STPI-JAIPUR Software Technology Parks of India-Jaipur,IN
24516   | AU | apnic    | 2010-03-30 | VIRTUTEL-AS-AP Virtutel Pty Ltd,AU
24517   | AU | apnic    | 2006-01-04 | FLIGHTCENTRENET Flight Centre Limited,AU
24519   | ID | apnic    | 2006-01-12 | KUSUMA-AS-ID PT Kusuma Dinatha Jaya Abadi,ID
24520   | ID | apnic    | 2006-01-12 | CNI-INHERENT-AS-ID PT. Cyber Network Indonesia Inherent,ID
24521   | ID | apnic    | 2006-01-12 | DATAUTAMA-NET-AS-ID PT. DATA Utama Dinamika,ID
24522   | ID | apnic    | 2006-01-12 | GLOBALPORTNET-AS-ID PT Global Port Binekatara,ID
24523   | ID | apnic    | 2006-01-12 | ORION-AS-ID Orion Cyber Internet,ID
24525   | ID | apnic    | 2006-01-12 | SAP-AS-ID PT Solusi Aksesindo Pratama,ID
24526   | ID | apnic    | 2006-01-12 | BINUS Bina Nusantara University,ID
24527   | ID | apnic    | 2006-01-12 | DAKARANET-AS-ID Internet Service Provider,ID
24528   | ID | apnic    | 2006-01-12 | KTP-AS-ID PT. Khasanah Teknologi Persada,ID
24530   | ID | apnic    | 2006-01-12 | POWERNET-AS-ID PT. Power Telecom Indonesia,ID
24532   | ID | apnic    | 2006-01-12 | INET-AS-ID PT. Inet Global Indo,ID
24534   | ID | apnic    | 2006-01-12 | TRANSHYBRID-AS-ID PT. Transhybrid Communication,ID
24535   | ID | apnic    | 2006-01-12 | ISATNET-AS-ID PT.Insan Sarana Telematika,ID
24536   | ID | apnic    | 2006-01-12 | ELNUS-AS-ID PT. Elektrindo Data Nusantara,ID
24538   | ID | apnic    | 2006-01-13 | DIGISATNET-AS-ID DIGITAL SATELLITE INDONESIA PT.,ID
24539   | IN | apnic    | 2006-01-13 | SYNOPSYS-INDC-AS Synopsys Inc.,IN
24540   | TH | apnic    | 2006-01-16 | TG-AS-AP THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY,TH
24541   | AU | apnic    | 2006-01-16 | FORTYFIVERU-AS-AU 45RU Pty Ltd. Internet Service Provider, Perth, Western Australia.,AU
24542   | AU | apnic    | 2006-01-16 | INTERGEN-AS-AU InterGen Australia is an electricity generator within Australia.,AU
