AS      | CC | Registry | Allocated  | AS Name
30887   | PL | ripencc  | 2004-01-06 | API-NET-AS _API Internet_ P. Gubernat,PL
30889   | DE | ripencc  | 2004-01-06 | WAYCOM-AS Waycom International SARL,DE
30890   | RO | ripencc  | 2004-01-06 | TENNET TENNET TELECOM SRL,RO
30891   | UA | ripencc  | 2012-08-23 | N-IX-AS N-Ix LLC,UA
30892   | ES | ripencc  | 2004-01-07 | T-SYSTEMS-ELTEC T-Systems ITC Iberia S.A.U.,ES
30893   | SE | ripencc  | 2004-01-07 | MAINSTREAM-AS Mainloop Solutions AB,SE
30894   | GB | ripencc  | 2004-01-07 | MBLOX-AS Mblox Ltd,GB
30898   | SK | ripencc  | 2004-01-07 | CRSR-AS DataCentrum,SK
309     | US | arin     |            | DNIC-ASBLK-00306-00371 - DoD Network Information Center,US
30900   | IE | ripencc  | 2004-01-08 | WEBWORLD-AS Sternforth Ltd t/a Web World Ireland,IE
30902   | IR | ripencc  | 2004-01-09 | NEDA-AS neda rayaneh,IR
30904   | HU | ripencc  | 2004-01-12 | KOZHALO-AS National Infocommunications Service Company Limited by Shares,HU
30905   | HR | ripencc  | 2004-01-12 | HRRBA-AS Raiffeisenbank Austria d.d.,HR
30907   | FR | ripencc  | 2004-01-12 | SAGE-AS SAGE SAS,FR
30909   | GB | ripencc  | 2007-03-12 | FASTVISION FastVision Limited,GB
30910   | RU | ripencc  | 2004-01-13 | RU-TAGNET-AS Joint Stock Company _Tagnet_,RU
30911   | RU | ripencc  | 2004-01-13 | ALTSTU-AS State Educational Institution of higher professional Education _Altai state technical university after I.I.Polzunov_,RU
30914   | GB | ripencc  | 2004-01-14 | IOKO-AS PIKSEL LIMITED,GB
30915   | DE | ripencc  | 2004-01-14 | LIEBHERR Liebherr-IT Services GmbH,DE
30916   | CY | ripencc  | 2004-01-15 | NETWAY-AS DSP NetWay LTD,CY
30917   | HU | ripencc  | 2004-01-15 | BUDAPESTBANK-AS Budapest Hitel- es Fejlesztesi Bank Nyrt,HU
30919   | FR | ripencc  | 2015-05-21 | EXPERTISEFRANCE Agence Francaise d_Expertise Technique Internationale ET,FR
30920   | RU | ripencc  | 2004-01-16 | MOBILON-AS Mobilon Telecommunications LLC,RU
30921   | SE | ripencc  | 2004-01-16 | ERICSSON-AS Telefonaktiebolaget L M Ericsson,SE
30922   | RU | ripencc  | 2004-01-16 | SIBELTELECOM-AS PJSC _MTS_,RU
30923   | PL | ripencc  | 2004-01-16 | TVKTORUN-AS Mlodziezowa Spoldzielnia Mieszkaniowa,PL
30924   | RU | ripencc  | 2004-01-19 | KATHARSIS-AS OOO_NPK Katharsis_,RU
30925   | NL | ripencc  | 2007-07-11 | SPEEDXS-AS CBizz B.V.,NL
30928   | CZ | ripencc  | 2004-01-20 | RUBTSOVSK-AS ZAO Rubtsovsk,CZ
30929   | SK | ripencc  | 2015-05-21 | GOLEMTECH-AS GOLEM TECH s.r.o.,SK
30930   | GB | ripencc  | 2004-01-20 | LIFESCI-AS Life Science Communications,GB
30931   | GB | ripencc  | 2004-01-20 | IGINDEX-PLC IG Index PLC,GB
30932   | PL | ripencc  | 2005-06-09 | POLBITA-AS Polbita Sp.zoo,PL
30933   | GB | ripencc  | 2004-01-21 | PROTEXIA-EU KDA WEB SERVICES LTD,GB
30934   | CH | ripencc  | 2004-01-21 | AARGAUBANK-AS Aargauische Kantonalbank,CH
30935   | CH | ripencc  | 2004-01-21 | DATATRANS-CH-AS Datatrans AG,CH
30936   | RU | ripencc  | 2004-01-21 | RENET-COM-AS RENET COM Ltd.,RU
30937   | ES | ripencc  | 2004-01-21 | TISSAT-ES-AS Tecnologia E Ingenieria De Sistemas Y Servicios Avanzados De Telecomunicaciones, S.A.,ES
30938   | GB | ripencc  | 2015-05-20 | ABSTATION ahbr company limited,GB
30939   | ES | ripencc  | 2004-01-22 | ISDEFE-AS Ingenieria de Sistemas para la defensa de Espana sa,ES
30941   | DE | ripencc  | 2004-01-22 | BEUMER-AS BEUMER Maschinenfabrik GmbH & Co. KG,DE
30942   | HU | ripencc  | 2004-01-23 | ISAFE-AS iSAFE Zrt.,HU
30943   | GB | ripencc  | 2004-01-23 | UTRANSIT-AS Utransit International Carrier Limited,GB
30944   | LT | ripencc  | 2004-01-23 | DKD-AS Bendra Lietuvos, JAV ir Rusijos imone uzdaroji akcine bendrove _DKD_,LT
30945   | BY | ripencc  | 2004-01-23 | BELSOFT-AS NPP BELSOFT Inc.,BY
30948   | RO | ripencc  | 2011-06-14 | RO-UNI S.C UNIMAT S.R.L,RO
30949   | GB | ripencc  | 2004-01-23 | EDEXCEL-AS Exponential-E Ltd.,GB
3095    | CH | ripencc  |            | CREDITSUISSEGROUP-AS Credit Suisse Group,CH
30950   | NO | ripencc  | 2004-01-26 | BKK-FIBER-AS-30950 BKK Fiber AS,NO
30952   | RU | ripencc  | 2004-01-26 | KIT-FINANCE-TC-AS KIT FINANCE LTD,RU
30953   | RU | ripencc  | 2004-01-26 | PROC Procenter Ltd.,RU
30954   | UA | ripencc  | 2004-01-26 | RADIOKOM-AS Radio-Kom Ltd.,UA
30955   | UA | ripencc  | 2004-01-26 | UHT-AS UHT - Ukrainian High Technologies Ltd.,UA
30957   | IT | ripencc  | 2015-05-20 | CLOUDCAREAS Cloud Care s.r.l.,IT
3096    | CH | ripencc  |            | CREDITSUISSEGROUP-AS Credit Suisse Group,CH
30960   | RU | ripencc  | 2004-01-27 | TETRA-AS OOO Scientific-Production Center _Tetra_,RU
30961   | BE | ripencc  | 2004-01-27 | OPENMINDS-AS Openminds bvba,BE
30962   | DE | ripencc  | 2006-05-02 | COMTRANCE-AS comtrance GmbH,DE
30964   | UA | ripencc  | 2008-04-01 | INTROPRO-AS IntroPro Ltd.,UA
30967   | GB | ripencc  | 2004-01-29 | SCN-AS Software Cellular Network Ltd,GB
30968   | RU | ripencc  | 2004-01-29 | INFOBOX-AS ZAO _National Telecommunications_,RU
30969   | GB | ripencc  | 2004-01-29 | ZOL-AS Zimbabwe OnLine (Private) Ltd.,GB
3097    | CH | ripencc  |            | CREDITSUISSEGROUP-AS Credit Suisse Group,CH
30971   | AT | ripencc  | 2004-01-29 | NICAT-CORE-AS nic.at GmbH,AT
30972   | FR | ripencc  | 2004-01-29 | M6WEB M6 WEB S.A.S.,FR
30973   | CH | ripencc  | 2004-01-30 | VIAMATMANAGEMENT-AS Via Mat Management AG,CH
30975   | PL | ripencc  | 2004-01-30 | TKK Telewizja Kablowa Koszalin sp. z o. o.,PL
30978   | FI | ripencc  | 2004-02-02 | ATKOS-AS Itella Information Oy,FI
30981   | SA | ripencc  | 2004-03-01 | HSS-MOO-AS Horizonsat FZ LLC,SA
30982   | TG | afrinic  | 2014-01-24 | CAFENET,TG
30984   | NG | afrinic  | 2004-06-07 | Metrong-AS,NG
30985   | ML | afrinic  | 2004-06-09 | IKATELNET,ML
30986   | GH | afrinic  | 2004-06-14 | SCANCOM,GH
30988   | NG | afrinic  | 2004-07-01 | ISInternetSolutions,NG
30990   | DJ | afrinic  | 2004-09-08 | ADJIB-AS,DJ
30994   | KE | afrinic  | 2005-01-24 | Galileo-Kenya,KE
30995   | EG | afrinic  | 2005-02-02 | CIBEG-AS,EG
30997   | GH | afrinic  | 2005-03-08 | GIXA-AS,GH
30998   | NG | afrinic  | 2005-03-09 | NAL-AS,NG
30999   | MU | afrinic  | 2005-03-22 | EMTEL-AS-AP,MU
31      | US | arin     |            | CIT - California Institute of Technology,US
310     | US | arin     |            | DNIC-ASBLK-00306-00371 - DoD Network Information Center,US
31000   | UA | ripencc  | 2004-02-03 | ASN-FUJILINE Trade House _Inet_ Ltd,UA
31003   | GB | ripencc  | 2004-02-03 | IRON-MOUNTAIN-UK-AS Iron Mountain Europe Ltd,GB
31004   | CH | ripencc  | 2004-02-03 | SBB-CFF-FFS Schweizerische Bundesbahnen SBB,CH
31007   | DE | ripencc  | 2004-09-07 | STIHL-AS ANDREAS STIHL AG & Co. KG,DE
31008   | RU | ripencc  | 2004-02-04 | ENIN CJSC EN Telecom,RU
31009   | UA | ripencc  | 2004-02-04 | ASN-LEVI9UA Levi9 Ukraine LTD,UA
31011   | BG | ripencc  | 2004-02-04 | UCTM-AS University of Chemical Technology And Metallurgy,BG
31012   | HR | ripencc  | 2004-02-04 | DCM-AS B.Net Hrvatska d.o.o.,HR
31014   | BG | ripencc  | 2004-02-05 | DELTASTOCK-AS DeltaStock AD,BG
31015   | GB | ripencc  | 2004-02-05 | HILL-KNOWLTON Hill and Knowlton Strategies,GB
31016   | CY | ripencc  | 2004-02-05 | FASTNET-AS PE Kovalkov Oleg Anatolyevych,CY
31017   | RO | ripencc  | 2004-02-05 | GMBNET GMB Computers SRL,RO
31018   | NO | ripencc  | 2009-02-06 | VIKENKOMTEK Viken KomTek AS,NO
31019   | NL | ripencc  | 2011-06-01 | MEANIE Paulus M. Hoogsteder trading as Meanie,NL
31020   | NO | ripencc  | 2011-03-24 | NEANETT-AS Neanett AS,NO
31021   | GB | ripencc  | 2004-02-06 | DIALOGUE-COMMUNICATIONS-AS Dialogue Communications Ltd,GB
31023   | UA | ripencc  | 2004-02-09 | UNDP-AS United Nations Development Program,UA
31024   | SE | ripencc  | 2004-02-09 | BRAATHENS-AVIATION-AS Braathens Aviation AB,SE
31025   | DE | ripencc  | 2004-02-10 | IAG-AS GHOSTnet GmbH,DE
31026   | PL | ripencc  | 2004-02-10 | AESA-AS Autostrada Wielkopolska SA,PL
31027   | DK | ripencc  | 2004-02-10 | NIANET-AS Nianet A/S,DK
31028   | RU | ripencc  | 2009-08-06 | NOVOE-KTV-AS Novoe Kabelnoe Television Ltd.,RU
31029   | BG | ripencc  | 2004-02-11 | M-REAL M-REAL NET Ltd.,BG
31032   | PL | ripencc  | 2004-02-13 | CALL-CENTER-POLAND-AS CALL CENTER POLAND S.A,PL
31033   | IT | ripencc  | 2004-02-11 | INVESTNET-AS Investnet Italia S.p.A.,IT
31034   | IT | ripencc  | 2004-02-12 | ARUBA-ASN Aruba S.p.A.,IT
31035   | UA | ripencc  | 2004-02-12 | ISD-AS Corporation _Industrial Union of Donbass_,UA
31036   | RU | ripencc  | 2004-02-12 | NEWTELESYSTEMS New Telesystems - TV, Ltd.,RU
31037   | LB | ripencc  | 2015-05-20 | WAVENET Wave Net LLC,LB
31038   | RO | ripencc  | 2004-02-12 | DTECH Data Tech SRL,RO
3104    | CH | ripencc  |            | CREDITSUISSEGROUP-AS Credit Suisse Group,CH
31040   | KZ | ripencc  | 2015-05-20 | CYBERTEL CyberTel Ltd,KZ
31042   | RS | ripencc  | 2004-02-12 | SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.,RS
31043   | IT | ripencc  | 2004-02-13 | ITCILO-ASN International Training Centre of the ILO,IT
31045   | PL | ripencc  | 2004-02-13 | VTS VTS Sp. z o.o.,PL
31047   | DE | ripencc  | 2004-02-13 | TFXEURODC-AS TFX Holding GmbH,DE
31048   | GB | ripencc  | 2004-02-13 | FLEXEPRINT-AS Digital Evolutions Limited,GB
31049   | DE | ripencc  | 2004-02-16 | HYDAC-TECH-AS Hydac Technology GmbH,DE
31051   | CH | ripencc  | 2004-02-16 | ONLINE-TRAVEL ONLINE TRAVEL AG,CH
31052   | CH | ripencc  | 2004-02-16 | EXIGO exigo AG,CH
31054   | DE | ripencc  | 2004-02-16 | HELPAG-AS TUEV Rheinland i-sec GmbH,DE
31055   | DE | ripencc  | 2004-02-16 | CONSULTIX-AS Consultix GmbH,DE
31056   | DE | ripencc  | 2004-02-16 | PING-PRIMA-AS PING e.V. - Verein zur Foerderung der privaten Internetnutzung,DE
31059   | RU | ripencc  | 2004-02-17 | AVELACOM-AS Avelacom Ltd.,RU
31060   | SI | ripencc  | 2004-02-17 | DOBA-AS DOBA Fakulteta,SI
31061   | UA | ripencc  | 2004-02-17 | UKRAVTO-AS PJSC _Ukrainian Automobile Corporation_,UA
31062   | UA | ripencc  | 2004-02-17 | TTCUA-AS TOV Transtelecom,UA
31064   | NL | ripencc  | 2004-02-17 | VIRTIX SABRI-BERISHA,NL
31065   | EG | afrinic  | 2007-09-20 | MCIT,EG
31067   | IT | ripencc  | 2004-02-18 | SEAC-AS SEAC S.p.A.,IT
3107    | CH | ripencc  |            | CREDITSUISSEGROUP-AS Credit Suisse Group,CH
31072   | UA | ripencc  | 2004-02-20 | KCIC-AS Municipal Enterprise _City Information Centre_,UA
31074   | RO | ripencc  | 2004-02-20 | ALPHABANK-AS Alpha Bank Romania S.A.,RO
31076   | IT | ripencc  | 2004-02-23 | TELIGO-AS NEXIN TECHNOLOGIES S.P.A.,IT
31078   | DE | ripencc  | 2004-02-23 | NETSIGN Netsign Networks GmbH,DE
3108    | CH | ripencc  |            | CREDITSUISSEGROUP-AS Credit Suisse Group,CH
31080   | PL | ripencc  | 2004-02-24 | O2-AS o2 Sp. Z.o.o.,PL
31081   | EE | ripencc  | 2004-02-24 | RIIGIKONTROLL-AS National Audit Office of Estonia,EE
31082   | ES | ripencc  | 2004-02-24 | MCCTELECOM-AS MCCTELECOM, S.COOP.,ES
31083   | BG | ripencc  | 2004-02-24 | TELEPOINT Telehouse EAD,BG
31084   | GB | ripencc  | 2004-02-24 | MAGRATHEA-UK Magrathea Telecommunications Limited,GB
31085   | TR | ripencc  | 2004-02-24 | VIKINGNET-AS Viking Turizm ve Ticaret AS,TR
31086   | IT | ripencc  | 2004-02-24 | ORTHOFIX-AS Ortofix S.r.l.,IT
31088   | RU | ripencc  | 2009-10-08 | CHUDONET-LTD-AS PJSC MegaFon,RU
31091   | UA | ripencc  | 2004-02-25 | LIGA-UA TOV Informational Analytical Center _Liga_,UA
31092   | IL | ripencc  | 2004-02-25 | TTI-TELECOM-AS T.T.I. Team Telecom International LTD,IL
31094   | RU | ripencc  | 2004-02-25 | TTKNET PJSC Rostelecom,RU
31095   | SI | ripencc  | 2004-02-25 | SPARIGT-AS Spar Slovenija d.o.o.,SI
31096   | NO | ripencc  | 2004-02-26 | SECURE-AS SECURE CONSULTING ENK.,NO
31097   | CH | ripencc  | 2004-02-27 | CORNER Corner Banca SA,CH
31098   | DE | ripencc  | 2004-02-26 | ASPEDI-AS ASPedi GmbH,DE
311     | US | arin     |            | DNIC-ASBLK-00306-00371 - DoD Network Information Center,US
3110    | US | arin     |            | HOLONET - Information Access Technologies, Inc.,US
31100   | DE | ripencc  | 2004-02-26 | SYNNET-WE PlusServer AG,DE
31102   | RO | ripencc  | 2004-02-26 | AT-AS TV Adler-Trading SRL,RO
31103   | DE | ripencc  | 2004-02-27 | KEYWEB-AS Keyweb AG,DE
31105   | PL | ripencc  | 2007-09-07 | GUGIK-AS Glowny Urzad Geodezji i Kartografii,PL
31106   | PL | ripencc  | 2004-02-27 | WPT-AS Wroclawski Park Technologiczny S.A.,PL
31108   | EU | ripencc  | 2004-02-27 | AKAMAI-VA Akamai International B.V.,EU
31110   | EU | ripencc  | 2004-02-27 | AKAMAI-SJC Akamai International B.V.,EU
31112   | RU | ripencc  | 2004-03-02 | SIBTEL-AS Siberian Telecommunications Ltd.,RU
31113   | UA | ripencc  | 2004-03-02 | NEWIT-AS Artkomm LLC,UA
31114   | LT | ripencc  | 2004-03-02 | NAC-LT-AS Opus Capita UAB,LT
31115   | IT | ripencc  | 2004-03-02 | INTRED-AS INTRED S.P.A. INTERNET PROVIDER,IT
31117   | SK | ripencc  | 2004-03-02 | ENERGOTEL-AS ENERGOTEL a.s.,SK
3112    | US | arin     |            | OARNET-AS-1 - OARnet,US
31120   | NL | ripencc  | 2015-05-19 | PADACO-NL PADACO Automatisering B.V.,NL
31121   | IT | ripencc  | 2004-03-03 | WPWEB-AS WpWeb S.r.l.,IT
31122   | IE | ripencc  | 2004-03-03 | DIGIWEB-AS Digiweb Ltd.,IE
31124   | CH | ripencc  | 2004-03-04 | SEFANET-AS Societe Electrique des Forces de l_Aubonne,CH
31125   | AT | ripencc  | 2004-03-04 | LINETEC-AS Linetec GmbH,AT
31126   | LB | ripencc  | 2004-03-04 | SODETEL-AS SODETEL S.A.L.,LB
31127   | SK | ripencc  | 2004-03-04 | SATRO SATRO s.r.o.,SK
31128   | GB | ripencc  | 2005-02-22 | SHAZAM-AS Shazam Entertainment Limited,GB
31129   | PL | ripencc  | 2004-03-05 | MTP-POZNAN-AS Miedzynarodowe Targi Poznanskie Sp. z o.o.,PL
31130   | DK | ripencc  | 2004-03-05 | NMNET NM NET ApS,DK
31131   | DK | ripencc  | 2004-03-05 | GRUNDFOS-AS GRUNDFOS HOLDING A/S,DK
31132   | FR | ripencc  | 2010-09-16 | RESOMATIQUE ADISTA SAS,FR
31133   | RU | ripencc  | 2004-03-05 | MF-MGSM-AS PJSC MegaFon,RU
31134   | SI | ripencc  | 2004-03-05 | AMZS-AS AMZS d.d.,SI
31136   | FR | ripencc  | 2011-01-19 | IREC-AS IREC SAS,FR
31138   | RU | ripencc  | 2004-03-08 | PROEKT-AS Ltd IPTelecom,RU
31139   |    | ripencc  |            | -Reserved AS-,US
31140   | BG | ripencc  | 2004-03-08 | BSE-AS Bulgarian Stock Exchange AD,BG
31141   | CH | ripencc  | 2004-03-09 | SWISSQUOTE-AS Swissquote Bank SA,CH
31143   | BY | ripencc  | 2004-03-09 | COSMOSTV-AS JCLL _Cosmos TV_,BY
31144   | IT | ripencc  | 2004-03-09 | ASWFP United Nations World Food Programme,IT
31145   | UA | ripencc  | 2004-03-09 | PU-AS State Higher Educational Institution _Precarpathian National University of Vasyl Stefanyk_,UA
31146   | AT | ripencc  | 2004-03-09 | EBNER-AS Ebner Industrieofenbau Ges.m.b.H.,AT
31147   | DE | ripencc  | 2004-03-09 | INLINE-AS Inline Internet Online Dienste GmbH,DE
31148   | UA | ripencc  | 2004-03-09 | FREENET-AS Freenet Ltd.,UA
31149   | UA | ripencc  | 2009-11-12 | EXPRESSNIKOPOL-AS Multidisiplin Company Express Ltd,UA
31151   | GB | ripencc  | 2011-03-25 | PHG-AS PERFORMANCE HORIZON GROUP LIMITED,GB
31152   | AT | ripencc  | 2004-03-10 | ENGEL-AS Engel Austria GmbH,AT
31154   | BE | ripencc  | 2004-03-10 | TMME-AS Toyota Motor Europe,BE
31158   | UA | ripencc  | 2004-03-10 | ASGARD-AS Asgard, LLC - RadioEthernet provider,UA
31161   | RS | ripencc  | 2004-03-11 | SCPEXIM ASSECO SEE d.o.o,RS
31162   | IL | ripencc  | 2004-03-11 | VERINT-LTD-AS Verint-Systems-LTD,IL
31163   | RU | ripencc  | 2004-03-11 | MF-KAVKAZ-AS PJSC MegaFon,RU
31164   | ES | ripencc  | 2004-03-11 | LABESTEVE-AS LABORATORIOS DEL DOCTOR ESTEVE SA,ES
31165   | PL | ripencc  | 2004-03-11 | PGF-AS PELION S.A.,PL
31167   | FR | ripencc  | 2004-03-12 | AXIONE-AS Axione SAS,FR
31169   | NO | ripencc  | 2004-03-12 | NO-KAPASITETSLAGET-SOGN Sognenett AS,NO
31170   | GB | ripencc  | 2004-03-12 | NEXENT-AS Onyx Internet Ltd,GB
31172   | NL | ripencc  | 2004-03-15 | QFAST-AS Q-Fast Telecom B.V.,NL
31173   | UA | ripencc  | 2004-03-15 | MEDIANA-PLUS-AS STM Networks LLC,UA
31174   | RU | ripencc  | 2004-03-15 | RBA-AS ZAO RAIFFEISENBANK,RU
31178   | FR | ripencc  | 2004-03-16 | CELEONET Celeonet,FR
3118    | US | arin     | 2009-09-02 | ASN1 - Envision EMI, LLC,US
31180   | FR | ripencc  | 2004-03-16 | ORT-AS ELLISPHERE S.A.,FR
31181   | PL | ripencc  | 2004-03-16 | UFG-AS Ubezpieczeniowy Fundusz Gwarancyjny,PL
31182   | IR | ripencc  | 2011-03-29 | SB24-AS Bank Saman,IR
31183   | RU | ripencc  | 2011-01-14 | EMG-AS JSC _European Media Group_,RU
31184   | DE | ripencc  | 2004-03-17 | DE-MBNET-DUS-AS MB-NET -- Michael Bussmann EDV-Dienstleistungen,DE
31185   | RU | ripencc  | 2004-03-18 | TNPKO-AS PJSC Rostelecom,RU
31186   | DE | ripencc  | 2004-03-18 | GWS-HAMELN-AS Witte Buerotechnik GmbH,DE
31187   | UA | ripencc  | 2004-03-18 | UKRTEKHSTROY-AS Ukrtekhstroy Ltd,UA
31189   | RU | ripencc  | 2010-08-10 | AS-SONNATA Electron-M Ltd.,RU
31191   | RU | ripencc  | 2004-03-18 | NAUKANET2-AS LLC _Nauka-Svyaz_,RU
31192   | RU | ripencc  | 2004-03-18 | OT-AS CJSC _Open Technologies 98_,RU
31193   | UA | ripencc  | 2004-03-18 | VIATELE-AS VIA Teleport LLC,UA
31195   | RU | ripencc  | 2004-03-19 | MF-DV-AS PJSC MegaFon,RU
31197   | DE | ripencc  | 2004-03-19 | FNH-AS FNH media KG,DE
31198   | GB | ripencc  | 2004-03-19 | TELENOR-UK-LTD-AS Telenor UK Ltd,GB
31199   | PL | ripencc  | 2004-03-19 | EXPRO-AS Expro Sp. z o.o.,PL
31200   | RU | ripencc  | 2004-03-22 | NTK Novotelecom Ltd,RU
31202   | GB | ripencc  | 2004-03-22 | QUALCOMM Qualcomm Incorporated,GB
31203   | UZ | ripencc  | 2004-03-22 | SHARQ-TELECOM Sharq Telekom CJSC,UZ
31204   | MD | ripencc  | 2004-03-22 | SUNCOMMUNICATIONS-AS JV _Sun Communications_ S.R.L.,MD
31205   | RU | ripencc  | 2004-03-22 | MF-SIB-AS PJSC MegaFon,RU
31206   | UA | ripencc  | 2004-03-22 | NUFT-AS National University Of Food Technologies,UA
31207   | RO | ripencc  | 2005-05-17 | HRLINE-AS Harghita Line SRL,RO
31208   | RU | ripencc  | 2004-03-23 | MF-CENTER-AS PJSC MegaFon,RU
31209   | NL | ripencc  | 2010-07-09 | AS12CONNECT 12Connect AS,NL
31211   | FI | ripencc  | 2005-10-25 | SIGMATIC Sigmatic Oy,FI
31213   | RU | ripencc  | 2004-03-23 | MF-NWGSM-AS PJSC MegaFon,RU
31214   | RU | ripencc  | 2004-03-23 | TIS-DIALOG-AS TIS Dialog LLC,RU
31215   | HR | ripencc  | 2009-11-03 | PURH The Republic of Croatia, Ministry of Finance,HR
31216   | FR | ripencc  | 2004-03-24 | BSOCOM BSO Network Solutions SAS,FR
31219   | HU | ripencc  | 2004-03-25 | MENTHANET-HU-AS Beltav Ltd.,HU
31220   | GB | ripencc  | 2004-03-25 | CARRENZA-AS Carrenza Ltd,GB
31221   | FR | ripencc  | 2005-04-07 | EUCLYDE Pop Euclyde Sophia Antipolis,FR
31222   | IT | ripencc  | 2004-03-25 | ASN-TERRA Terra S.p.a.,IT
31223   | GB | ripencc  | 2004-03-25 | EA-AS Electronic Arts Limited UK,GB
31224   | RU | ripencc  | 2004-03-26 | MF-UGSM-AS PJSC MegaFon,RU
31225   | RU | ripencc  | 2004-03-26 | OBLCOM-AS JSC Oblcom,RU
31229   | PL | ripencc  | 2004-03-26 | PL-BEYOND-AS E24 sp. z o.o.,PL
31234   | UA | ripencc  | 2004-03-26 | KRAM-AS KRAM Ltd,UA
31235   | FR | ripencc  | 2004-03-29 | SKIWEBCENTER-AS SKIWEBCENTER SARL,FR
31236   | IS | ripencc  | 2004-03-29 | RVK-AS Reykjavik City Hall,IS
31237   | BE | ripencc  | 2009-08-06 | LONALO-IGS LOTERIE NATIONALE - NATIONALE LOTERIJ,BE
31238   | IT | ripencc  | 2004-03-29 | BURGO-AS Burgo Group S.p.A,IT
31239   | AT | ripencc  | 2004-03-29 | VIENNAWEB-AS Johann Baldermann,AT
31240   | RU | ripencc  | 2004-03-29 | OLD-HT-SYSTEMS-AS JSC Hosting Telesystems autonomous system,RU
31241   | BE | ripencc  | 2004-03-29 | ASP-BE-AS ASP.be SA,BE
31242   | PL | ripencc  | 2004-03-29 | TKPSA-AS 3S S.A.,PL
31243   | DE | ripencc  | 2004-03-30 | ST-ONELINE ST-oneline GmbH,DE
31244   | RO | ripencc  | 2004-03-30 | ETP-AS MY SERVER MEDIA SRL,RO
31246   | CZ | ripencc  | 2004-03-30 | NETBOX-AS SMART Comp. a.s.,CZ
31247   | UA | ripencc  | 2004-03-30 | ARDIS-AS Torgoviy Dim Equip Electronics LLC,UA
31249   | ES | ripencc  | 2004-03-31 | IEMPRESA-ES-AS Instituto de Empresa, S.L.,ES
31250   | BG | ripencc  | 2004-03-31 | OD-AS Online Direct Ltd.,BG
31251   | NL | ripencc  | 2004-03-31 | NETGUARD-AS Falco Networks B.V.,NL
31252   | MD | ripencc  | 2004-03-31 | STARNET-AS StarNet Moldova,MD
31253   | KZ | ripencc  | 2004-03-31 | CTCLTD-AS Modern telecommunication systems LLP,KZ
31255   | FR | ripencc  | 2012-08-30 | SEUK-AS SCHNEIDER ELECTRIC INDUSTRIES SAS,FR
31256   | GB | ripencc  | 2004-03-31 | WARWICKSHIRECC Warwickshire County Council,GB
31257   | RU | ripencc  | 2004-03-31 | ORIONNET-NET JSC _Orion telecom_,RU
31258   | RU | ripencc  | 2004-03-31 | JUGRA-BANK-AS OAO AKB _JUGRA_,RU
31259   | DE | ripencc  | 2004-03-31 | KOMSA-AS Komsa Data & Solutions GmbH,DE
31261   | RU | ripencc  | 2004-04-01 | GARS-AS GARS Telecom - Telecommunications Management LLC,RU
31262   | ES | ripencc  | 2004-04-01 | EDICOM INTERCAMBIO ELECTRONICO DE DATOS Y COMUNICACIONES S.L.,ES
31263   | IT | ripencc  | 2006-07-31 | MYNET-AS MNET s.r.l,IT
31264   | NO | ripencc  | 2004-04-01 | STIM-COMPUTING-AS Telecomputing Norway AS,NO
31267   | PL | ripencc  | 2005-09-12 | STROEER-AS Stroeer Polska Sp. z o.o.,PL
31270   | GB | ripencc  | 2004-04-02 | FMN Fusion Media Networks Ltd,GB
31272   | UA | ripencc  | 2004-04-02 | WILDPARK-AS WildPark Co,UA
31273   | GB | ripencc  | 2004-04-02 | BISNET-LTD-AS Bistech Managed Services Ltd,GB
31274   | TR | ripencc  | 2004-04-02 | TURKISHTREASURY-AS Turkish Treasury,TR
31275   | RU | ripencc  | 2004-04-05 | SAMTELECOM-AS LLC Samtelecom,RU
31276   | DE | ripencc  | 2004-04-05 | HSPEED-AS Insoft EDV-Systeme und Handelsgesellschaft mbH,DE
31277   | RU | ripencc  | 2009-08-07 | NEWLINE-AS OOO _New Line Telecom_,RU
31278   | RO | ripencc  | 2004-04-05 | INMH Administratia Nationala de Meteorologie RA,RO
3128    | US | arin     |            | BRUWS-AS3128 - University of Wisconsin System,US
31280   | PL | ripencc  | 2004-04-05 | BPS-SA Bank Polskiej Spoldzielczosci SA,PL
31281   | PL | ripencc  | 2004-04-06 | BOFHNET Biuro Obslugi Firm Handlowych s.c. Jan Orzechowski, Maciej Orzechowski,PL
31282   | RO | ripencc  | 2004-04-06 | ATNR Atlas Telecom Interactive SRL,RO
31283   | NO | ripencc  | 2004-04-06 | FASTHOST-AS Availo AS,NO
31285   | DE | ripencc  | 2004-04-06 | HSBC-AS HSBC Trinkaus & Burkhardt AG,DE
31286   | RU | ripencc  | 2004-04-06 | INTELSET-AS MTS PJSC,RU
31287   | BG | ripencc  | 2004-04-06 | IPACCT-AS IPACCT Ltd.,BG
31288   | DE | ripencc  | 2004-04-06 | PMCS-AS PM Computer Services GmbH & Co. KG,DE
31291   | BG | ripencc  | 2004-04-07 | SKKNET-AS SKKNET.NET Ltd,BG
31293   | BG | ripencc  | 2004-04-07 | ITNSGLOBAL-AS ITNS GLOBAL EOOD,BG
31294   | RU | ripencc  | 2004-04-07 | LANTECH-AS STIS Engineering co. LTD,RU
31297   | HU | ripencc  | 2009-08-07 | AXIAN-HU-AS Axian Kft.,HU
